Player_match_SK,Match_Id,Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country_Name,Role_Desc,Player_team,Opposit_Team,Season_year,is_manofThematch,Age_As_on_match,IsPlayers_Team_won,Batting_Status,Bowling_Status,Player_Captain,Opposit_captain,Player_keeper,Opposit_keeper
19062,548354,322,P Negi,1993-01-06,Left-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Rajasthan Royals,2012,1,19,1,,,V Sehwag,R Dravid,NV Ojha,SP Goswami
19063,548354,6,R Dravid,1973-01-11,Right-hand bat,Right-arm offbreak,India,Captain,Rajasthan Royals,Delhi Daredevils,2012,0,39,0,,,R Dravid,V Sehwag,SP Goswami,NV Ojha
19064,548354,32,SR Watson,1981-06-17,Right-hand bat,Right-arm fast-medium,Australia,Player,Rajasthan Royals,Delhi Daredevils,2012,0,31,0,,,R Dravid,V Sehwag,SP Goswami,NV Ojha
19065,548354,75,Pankaj Singh,1985-05-06,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Delhi Daredevils,2012,0,27,0,,,R Dravid,V Sehwag,SP Goswami,NV Ojha
19066,548354,85,AM Rahane,1988-06-06,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Delhi Daredevils,2012,0,24,0,,,R Dravid,V Sehwag,SP Goswami,NV Ojha
19067,548354,104,BJ Hodge,1974-12-29,Right-hand bat,Right-arm offbreak,Australia,Player,Rajasthan Royals,Delhi Daredevils,2012,0,38,0,,,R Dravid,V Sehwag,SP Goswami,NV Ojha
19068,548354,132,SP Goswami,1989-05-18,Left-hand bat,NULL,India,Keeper,Rajasthan Royals,Delhi Daredevils,2012,0,23,0,,,R Dravid,V Sehwag,SP Goswami,NV Ojha
19069,548354,196,A Singh,1981-06-21,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Delhi Daredevils,2012,0,31,0,,,R Dravid,V Sehwag,SP Goswami,NV Ojha
19070,548354,204,OA Shah,1978-10-22,Right-hand bat,Right-arm offbreak,England,Player,Rajasthan Royals,Delhi Daredevils,2012,0,34,0,,,R Dravid,V Sehwag,SP Goswami,NV Ojha
19071,548354,266,AL Menaria,1990-10-29,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Delhi Daredevils,2012,0,22,0,,,R Dravid,V Sehwag,SP Goswami,NV Ojha
19072,548354,297,AA Chavan,1985-10-28,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Delhi Daredevils,2012,0,27,0,,,R Dravid,V Sehwag,SP Goswami,NV Ojha
19073,548354,316,GB Hogg,1971-02-06,Left-hand bat,Slow left-arm chinaman,Australia,Player,Rajasthan Royals,Delhi Daredevils,2012,0,41,0,,,R Dravid,V Sehwag,SP Goswami,NV Ojha
19074,548355,8,V Kohli,1988-11-05,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2012,0,24,0,,,DL Vettori,DJ Hussey,AB de Villiers,N Saini
19075,548355,15,Z Khan,1978-10-07,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2012,0,34,0,,,DL Vettori,DJ Hussey,AB de Villiers,N Saini
19076,548355,79,SS Tiwary,1989-12-30,Left-hand bat,NULL,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2012,0,23,0,,,DL Vettori,DJ Hussey,AB de Villiers,N Saini
19077,548355,81,R Vinay Kumar,1984-02-12,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2012,0,28,0,,,DL Vettori,DJ Hussey,AB de Villiers,N Saini
19078,548355,110,AB de Villiers,1984-02-17,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Kings XI Punjab,2012,0,28,0,,,DL Vettori,DJ Hussey,AB de Villiers,N Saini
19079,548355,162,CH Gayle,1979-09-21,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Kings XI Punjab,2012,0,33,0,,,DL Vettori,DJ Hussey,AB de Villiers,N Saini
19080,548355,175,DL Vettori,1979-01-27,Left-hand bat,Slow left-arm orthodox,New Zealand,Captain,Royal Challengers Bangalore,Kings XI Punjab,2012,0,33,0,,,DL Vettori,DJ Hussey,AB de Villiers,N Saini
19081,548355,181,KP Appanna,1988-12-20,Right-hand bat,Slow left-arm orthodox,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2012,0,24,0,,,DL Vettori,DJ Hussey,AB de Villiers,N Saini
19082,548355,198,AB McDonald,1981-06-05,Right-hand bat,Right-arm fast-medium,Australia,Player,Royal Challengers Bangalore,Kings XI Punjab,2012,0,31,0,,,DL Vettori,DJ Hussey,AB de Villiers,N Saini
19083,548355,260,MA Agarwal,1991-02-16,Right-hand bat,NULL,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2012,0,21,0,,,DL Vettori,DJ Hussey,AB de Villiers,N Saini
19084,548355,261,AUK Pathan,1984-06-17,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2012,0,28,0,,,DL Vettori,DJ Hussey,AB de Villiers,N Saini
19085,548355,4,DJ Hussey,1977-07-15,Right-hand bat,Right-arm offbreak,Australia,Captain,Kings XI Punjab,Royal Challengers Bangalore,2012,0,35,1,,,DJ Hussey,DL Vettori,N Saini,AB de Villiers
19086,548355,14,P Kumar,1986-10-02,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Royal Challengers Bangalore,2012,0,26,1,,,DJ Hussey,DL Vettori,N Saini,AB de Villiers
19087,548355,48,AM Nayar,1983-10-08,Left-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Royal Challengers Bangalore,2012,0,29,1,,,DJ Hussey,DL Vettori,N Saini,AB de Villiers
19088,548355,67,PP Chawla,1988-12-24,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Royal Challengers Bangalore,2012,0,24,1,,,DJ Hussey,DL Vettori,N Saini,AB de Villiers
19089,548355,100,SE Marsh,1983-07-09,Left-hand bat,Slow left-arm orthodox,Australia,Player,Kings XI Punjab,Royal Challengers Bangalore,2012,0,29,1,,,DJ Hussey,DL Vettori,N Saini,AB de Villiers
19090,548355,188,RJ Harris,1979-10-11,Right-hand bat,Right-arm fast,Australia,Player,Kings XI Punjab,Royal Challengers Bangalore,2012,0,33,1,,,DJ Hussey,DL Vettori,N Saini,AB de Villiers
19091,548355,212,P Dogra,1984-11-19,Right-hand bat,Legbreak,India,Player,Kings XI Punjab,Royal Challengers Bangalore,2012,0,28,1,,,DJ Hussey,DL Vettori,N Saini,AB de Villiers
19092,548355,236,Mandeep Singh,1991-12-18,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Royal Challengers Bangalore,2012,0,21,1,,,DJ Hussey,DL Vettori,N Saini,AB de Villiers
19093,548355,319,N Saini,1988-10-28,Right-hand bat,NULL,India,Keeper,Kings XI Punjab,Royal Challengers Bangalore,2012,0,24,1,,,DJ Hussey,DL Vettori,N Saini,AB de Villiers
19094,548355,321,Azhar Mahmood,1975-02-28,Right-hand bat,Right-arm fast-medium,Pakistan,Player,Kings XI Punjab,Royal Challengers Bangalore,2012,1,37,1,,,DJ Hussey,DL Vettori,N Saini,AB de Villiers
19095,548355,333,P Awana,1986-07-19,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Royal Challengers Bangalore,2012,0,26,1,,,DJ Hussey,DL Vettori,N Saini,AB de Villiers
19096,548356,50,Harbhajan Singh,1980-07-03,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Pune Warriors,2012,0,32,1,,,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
19097,548356,57,RG Sharma,1987-04-30,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Pune Warriors,2012,0,25,1,,,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
19098,548356,88,KD Karthik,1985-06-01,Right-hand bat,NULL,India,Keeper,Mumbai Indians,Pune Warriors,2012,0,27,1,,,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
19099,548356,126,MM Patel,1983-07-12,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Pune Warriors,2012,0,29,1,,,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
19100,548356,131,PP Ojha,1986-09-05,Left-hand bat,Slow left-arm orthodox,India,Player,Mumbai Indians,Pune Warriors,2012,0,26,1,,,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
19101,548356,133,SR Tendulkar,1973-04-24,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Pune Warriors,2012,0,39,1,,,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
19102,548356,194,SL Malinga,1983-08-28,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Pune Warriors,2012,1,29,1,,,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
19103,548356,208,AT Rayudu,1985-09-23,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Pune Warriors,2012,0,27,1,,,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
19104,548356,275,JEC Franklin,1980-11-07,Left-hand bat,Left-arm medium,New Zealand,Player,Mumbai Indians,Pune Warriors,2012,0,32,1,,,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
19105,548356,280,NLTC Perera,1989-04-03,Left-hand bat,Right-arm medium-fast,Sri Lanka,Player,Mumbai Indians,Pune Warriors,2012,0,23,1,,,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
19106,548356,323,RJ Peterson,1979-08-04,Left-hand bat,Slow left-arm orthodox,South Africa,Player,Mumbai Indians,Pune Warriors,2012,0,33,1,,,Harbhajan Singh,SC Ganguly,KD Karthik,RV Uthappa
19107,548356,1,SC Ganguly,1972-07-08,Left-hand bat,Right-arm medium,India,Captain,Pune Warriors,Mumbai Indians,2012,0,40,0,,,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
19108,548356,46,RV Uthappa,1985-11-11,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Mumbai Indians,2012,0,27,0,,,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
19109,548356,73,A Nehra,1979-04-29,Right-hand bat,Left-arm medium-fast,India,Player,Pune Warriors,Mumbai Indians,2012,0,33,0,,,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
19110,548356,83,M Kartik,1976-09-11,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Mumbai Indians,2012,0,36,0,,,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
19111,548356,106,AB Dinda,1984-03-25,Right-hand bat,Right-arm medium-fast,India,Player,Pune Warriors,Mumbai Indians,2012,0,28,0,,,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
19112,548356,157,JD Ryder,1984-08-06,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Mumbai Indians,2012,0,28,0,,,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
19113,548356,171,M Manhas,1979-10-12,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Mumbai Indians,2012,0,33,0,,,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
19114,548356,267,WD Parnell,1989-07-30,Left-hand bat,Left-arm medium-fast,South Africa,Player,Pune Warriors,Mumbai Indians,2012,0,23,0,,,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
19115,548356,299,B Kumar,1990-02-05,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Mumbai Indians,2012,0,22,0,,,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
19116,548356,306,SPD Smith,1989-06-02,Right-hand bat,Legbreak googly,India,Player,Pune Warriors,Mumbai Indians,2012,0,23,0,,,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
19117,548356,328,MJ Clarke,1981-04-02,Right-hand bat,Slow left-arm orthodox,Australia,Player,Pune Warriors,Mumbai Indians,2012,0,31,0,,,SC Ganguly,Harbhajan Singh,RV Uthappa,KD Karthik
19118,548357,20,MS Dhoni,1981-07-07,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Deccan Chargers,2012,0,31,1,,,MS Dhoni,KC Sangakkara,MS Dhoni,PA Patel
19119,548357,21,SK Raina,1986-11-27,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2012,1,26,1,,,MS Dhoni,KC Sangakkara,MS Dhoni,PA Patel
19120,548357,23,S Badrinath,1980-08-30,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2012,0,32,1,,,MS Dhoni,KC Sangakkara,MS Dhoni,PA Patel
19121,548357,35,RA Jadeja,1988-12-06,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Deccan Chargers,2012,0,24,1,,,MS Dhoni,KC Sangakkara,MS Dhoni,PA Patel
19122,548357,71,DJ Bravo,1983-10-07,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Deccan Chargers,2012,0,29,1,,,MS Dhoni,KC Sangakkara,MS Dhoni,PA Patel
19123,548357,109,JA Morkel,1981-06-10,Left-hand bat,Right-arm medium-fast,South Africa,Player,Chennai Super Kings,Deccan Chargers,2012,0,31,1,,,MS Dhoni,KC Sangakkara,MS Dhoni,PA Patel
19124,548357,185,M Vijay,1984-04-01,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2012,0,28,1,,,MS Dhoni,KC Sangakkara,MS Dhoni,PA Patel
19125,548357,186,SB Jakati,1980-11-27,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Deccan Chargers,2012,0,32,1,,,MS Dhoni,KC Sangakkara,MS Dhoni,PA Patel
19126,548357,201,R Ashwin,1986-09-17,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2012,0,26,1,,,MS Dhoni,KC Sangakkara,MS Dhoni,PA Patel
19127,548357,303,F du Plessis,1984-07-13,Right-hand bat,Legbreak,South Africa,Player,Chennai Super Kings,Deccan Chargers,2012,0,28,1,,,MS Dhoni,KC Sangakkara,MS Dhoni,PA Patel
19128,548357,451,BW Hilfenhaus,1983-03-15,Right-hand bat,Right-arm fast-medium,Australia,Player,Chennai Super Kings,Deccan Chargers,2012,0,29,1,,,MS Dhoni,KC Sangakkara,MS Dhoni,PA Patel
19129,548357,10,CL White,1983-08-18,Right-hand bat,Legbreak googly,Australia,Player,Deccan Chargers,Chennai Super Kings,2012,0,29,0,,,KC Sangakkara,MS Dhoni,PA Patel,MS Dhoni
19130,548357,17,PA Patel,1985-03-09,Left-hand bat,NULL,India,Keeper,Deccan Chargers,Chennai Super Kings,2012,0,27,0,,,KC Sangakkara,MS Dhoni,PA Patel,MS Dhoni
19131,548357,26,KC Sangakkara,1977-10-27,Left-hand bat,Right-arm offbreak,Sri Lanka,Captain,Deccan Chargers,Chennai Super Kings,2012,0,35,0,,,KC Sangakkara,MS Dhoni,PA Patel,MS Dhoni
19132,548357,42,S Dhawan,1985-12-05,Left-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Chennai Super Kings,2012,0,27,0,,,KC Sangakkara,MS Dhoni,PA Patel,MS Dhoni
19133,548357,94,DW Steyn,1983-06-27,Right-hand bat,Right-arm fast,South Africa,Player,Deccan Chargers,Chennai Super Kings,2012,0,29,0,,,KC Sangakkara,MS Dhoni,PA Patel,MS Dhoni
19134,548357,136,A Mishra,1982-11-24,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Chennai Super Kings,2012,0,30,0,,,KC Sangakkara,MS Dhoni,PA Patel,MS Dhoni
19135,548357,211,AA Jhunjhunwala,1982-12-01,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Chennai Super Kings,2012,0,30,0,,,KC Sangakkara,MS Dhoni,PA Patel,MS Dhoni
19136,548357,258,DT Christian,1983-05-04,Right-hand bat,Right-arm fast-medium,Australia,Player,Deccan Chargers,Chennai Super Kings,2012,0,29,0,,,KC Sangakkara,MS Dhoni,PA Patel,MS Dhoni
19137,548357,314,Ankit Sharma,1991-04-20,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Chennai Super Kings,2012,0,21,0,,,KC Sangakkara,MS Dhoni,PA Patel,MS Dhoni
19138,548357,325,A Ashish Reddy,1991-02-24,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Chennai Super Kings,2012,0,21,0,,,KC Sangakkara,MS Dhoni,PA Patel,MS Dhoni
19139,548357,326,V Pratap Singh,1992-05-03,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Chennai Super Kings,2012,0,20,0,,,KC Sangakkara,MS Dhoni,PA Patel,MS Dhoni
19140,548358,2,BB McCullum,1981-09-27,Right-hand bat,Right-arm medium,New Zealand,Keeper,Kolkata Knight Riders,Pune Warriors,2012,0,31,1,,,G Gambhir,SC Ganguly,BB McCullum,RV Uthappa
19141,548358,9,JH Kallis,1975-10-16,Right-hand bat,Right-arm fast-medium,South Africa,Player,Kolkata Knight Riders,Pune Warriors,2012,0,37,1,,,G Gambhir,SC Ganguly,BB McCullum,RV Uthappa
19142,548358,31,YK Pathan,1982-11-17,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Pune Warriors,2012,0,30,1,,,G Gambhir,SC Ganguly,BB McCullum,RV Uthappa
19143,548358,40,G Gambhir,1981-10-14,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Pune Warriors,2012,0,31,1,,,G Gambhir,SC Ganguly,BB McCullum,RV Uthappa
19144,548358,63,LR Shukla,1981-05-06,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Pune Warriors,2012,0,31,1,,,G Gambhir,SC Ganguly,BB McCullum,RV Uthappa
19145,548358,87,MK Tiwary,1985-11-14,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Pune Warriors,2012,0,27,1,,,G Gambhir,SC Ganguly,BB McCullum,RV Uthappa
19146,548358,89,R Bhatia,1979-10-22,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Pune Warriors,2012,0,33,1,,,G Gambhir,SC Ganguly,BB McCullum,RV Uthappa
19147,548358,95,DB Das,1986-09-22,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Pune Warriors,2012,0,26,1,,,G Gambhir,SC Ganguly,BB McCullum,RV Uthappa
19148,548358,140,Iqbal Abdulla,1989-12-02,Left-hand bat,Slow left-arm orthodox,India,Player,Kolkata Knight Riders,Pune Warriors,2012,0,23,1,,,G Gambhir,SC Ganguly,BB McCullum,RV Uthappa
19149,548358,315,SP Narine,1988-05-26,Left-hand bat,Right-arm offbreak,West Indies,Player,Kolkata Knight Riders,Pune Warriors,2012,1,24,1,,,G Gambhir,SC Ganguly,BB McCullum,RV Uthappa
19150,548358,389,M de Lange,1990-10-13,Right-hand bat,Right-arm fast,South Africa,Player,Kolkata Knight Riders,Pune Warriors,2012,0,22,1,,,G Gambhir,SC Ganguly,BB McCullum,RV Uthappa
19151,548358,1,SC Ganguly,1972-07-08,Left-hand bat,Right-arm medium,India,Captain,Pune Warriors,Kolkata Knight Riders,2012,0,40,0,,,SC Ganguly,G Gambhir,RV Uthappa,BB McCullum
19152,548358,46,RV Uthappa,1985-11-11,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Kolkata Knight Riders,2012,0,27,0,,,SC Ganguly,G Gambhir,RV Uthappa,BB McCullum
19153,548358,83,M Kartik,1976-09-11,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Kolkata Knight Riders,2012,0,36,0,,,SC Ganguly,G Gambhir,RV Uthappa,BB McCullum
19154,548358,96,MK Pandey,1989-09-10,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Kolkata Knight Riders,2012,0,23,0,,,SC Ganguly,G Gambhir,RV Uthappa,BB McCullum
19155,548358,106,AB Dinda,1984-03-25,Right-hand bat,Right-arm medium-fast,India,Player,Pune Warriors,Kolkata Knight Riders,2012,0,28,0,,,SC Ganguly,G Gambhir,RV Uthappa,BB McCullum
19156,548358,171,M Manhas,1979-10-12,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Kolkata Knight Riders,2012,0,33,0,,,SC Ganguly,G Gambhir,RV Uthappa,BB McCullum
19157,548358,191,AD Mathews,1987-06-02,Right-hand bat,Right-arm fast-medium,Sri Lanka,Player,Pune Warriors,Kolkata Knight Riders,2012,0,25,0,,,SC Ganguly,G Gambhir,RV Uthappa,BB McCullum
19158,548358,267,WD Parnell,1989-07-30,Left-hand bat,Left-arm medium-fast,South Africa,Player,Pune Warriors,Kolkata Knight Riders,2012,0,23,0,,,SC Ganguly,G Gambhir,RV Uthappa,BB McCullum
19159,548358,299,B Kumar,1990-02-05,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Kolkata Knight Riders,2012,0,22,0,,,SC Ganguly,G Gambhir,RV Uthappa,BB McCullum
19160,548358,306,SPD Smith,1989-06-02,Right-hand bat,Legbreak googly,India,Player,Pune Warriors,Kolkata Knight Riders,2012,0,23,0,,,SC Ganguly,G Gambhir,RV Uthappa,BB McCullum
19161,548358,328,MJ Clarke,1981-04-02,Right-hand bat,Slow left-arm orthodox,Australia,Player,Pune Warriors,Kolkata Knight Riders,2012,0,31,0,,,SC Ganguly,G Gambhir,RV Uthappa,BB McCullum
19162,548359,6,R Dravid,1973-01-11,Right-hand bat,Right-arm offbreak,India,Captain,Rajasthan Royals,Kings XI Punjab,2012,0,39,1,,,R Dravid,DJ Hussey,DH Yagnik,N Saini
19163,548359,32,SR Watson,1981-06-17,Right-hand bat,Right-arm fast-medium,Australia,Player,Rajasthan Royals,Kings XI Punjab,2012,1,31,1,,,R Dravid,DJ Hussey,DH Yagnik,N Saini
19164,548359,39,SK Trivedi,1982-09-04,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kings XI Punjab,2012,0,30,1,,,R Dravid,DJ Hussey,DH Yagnik,N Saini
19165,548359,85,AM Rahane,1988-06-06,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kings XI Punjab,2012,0,24,1,,,R Dravid,DJ Hussey,DH Yagnik,N Saini
19166,548359,104,BJ Hodge,1974-12-29,Right-hand bat,Right-arm offbreak,Australia,Player,Rajasthan Royals,Kings XI Punjab,2012,0,38,1,,,R Dravid,DJ Hussey,DH Yagnik,N Saini
19167,548359,192,J Botha,1982-05-02,Right-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Kings XI Punjab,2012,0,30,1,,,R Dravid,DJ Hussey,DH Yagnik,N Saini
19168,548359,238,SW Tait,1983-02-22,Right-hand bat,Right-arm fast,Australia,Player,Rajasthan Royals,Kings XI Punjab,2012,0,29,1,,,R Dravid,DJ Hussey,DH Yagnik,N Saini
19169,548359,255,STR Binny,1984-06-03,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kings XI Punjab,2012,0,28,1,,,R Dravid,DJ Hussey,DH Yagnik,N Saini
19170,548359,266,AL Menaria,1990-10-29,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Kings XI Punjab,2012,0,22,1,,,R Dravid,DJ Hussey,DH Yagnik,N Saini
19171,548359,277,DH Yagnik,1983-06-22,Left-hand bat,NULL,India,Keeper,Rajasthan Royals,Kings XI Punjab,2012,0,29,1,,,R Dravid,DJ Hussey,DH Yagnik,N Saini
19172,548359,297,AA Chavan,1985-10-28,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Kings XI Punjab,2012,0,27,1,,,R Dravid,DJ Hussey,DH Yagnik,N Saini
19173,548359,4,DJ Hussey,1977-07-15,Right-hand bat,Right-arm offbreak,Australia,Captain,Kings XI Punjab,Rajasthan Royals,2012,0,35,0,,,DJ Hussey,R Dravid,N Saini,DH Yagnik
19174,548359,14,P Kumar,1986-10-02,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2012,0,26,0,,,DJ Hussey,R Dravid,N Saini,DH Yagnik
19175,548359,48,AM Nayar,1983-10-08,Left-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2012,0,29,0,,,DJ Hussey,R Dravid,N Saini,DH Yagnik
19176,548359,67,PP Chawla,1988-12-24,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Rajasthan Royals,2012,0,24,0,,,DJ Hussey,R Dravid,N Saini,DH Yagnik
19177,548359,100,SE Marsh,1983-07-09,Left-hand bat,Slow left-arm orthodox,Australia,Player,Kings XI Punjab,Rajasthan Royals,2012,0,29,0,,,DJ Hussey,R Dravid,N Saini,DH Yagnik
19178,548359,188,RJ Harris,1979-10-11,Right-hand bat,Right-arm fast,Australia,Player,Kings XI Punjab,Rajasthan Royals,2012,0,33,0,,,DJ Hussey,R Dravid,N Saini,DH Yagnik
19179,548359,236,Mandeep Singh,1991-12-18,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2012,0,21,0,,,DJ Hussey,R Dravid,N Saini,DH Yagnik
19180,548359,319,N Saini,1988-10-28,Right-hand bat,NULL,India,Keeper,Kings XI Punjab,Rajasthan Royals,2012,0,24,0,,,DJ Hussey,R Dravid,N Saini,DH Yagnik
19181,548359,321,Azhar Mahmood,1975-02-28,Right-hand bat,Right-arm fast-medium,Pakistan,Player,Kings XI Punjab,Rajasthan Royals,2012,0,37,0,,,DJ Hussey,R Dravid,N Saini,DH Yagnik
19182,548359,329,Gurkeerat Singh,1990-06-29,Right-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Rajasthan Royals,2012,0,22,0,,,DJ Hussey,R Dravid,N Saini,DH Yagnik
19183,548359,333,P Awana,1986-07-19,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2012,0,26,0,,,DJ Hussey,R Dravid,N Saini,DH Yagnik
19184,548360,50,Harbhajan Singh,1980-07-03,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Chennai Super Kings,2012,0,32,1,,,Harbhajan Singh,MS Dhoni,KD Karthik,MS Dhoni
19185,548360,57,RG Sharma,1987-04-30,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Chennai Super Kings,2012,0,25,1,,,Harbhajan Singh,MS Dhoni,KD Karthik,MS Dhoni
19186,548360,61,RP Singh,1985-12-06,Right-hand bat,Left-arm fast-medium,India,Player,Mumbai Indians,Chennai Super Kings,2012,0,27,1,,,Harbhajan Singh,MS Dhoni,KD Karthik,MS Dhoni
19187,548360,88,KD Karthik,1985-06-01,Right-hand bat,NULL,India,Keeper,Mumbai Indians,Chennai Super Kings,2012,0,27,1,,,Harbhajan Singh,MS Dhoni,KD Karthik,MS Dhoni
19188,548360,126,MM Patel,1983-07-12,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Chennai Super Kings,2012,0,29,1,,,Harbhajan Singh,MS Dhoni,KD Karthik,MS Dhoni
19189,548360,133,SR Tendulkar,1973-04-24,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Chennai Super Kings,2012,0,39,1,,,Harbhajan Singh,MS Dhoni,KD Karthik,MS Dhoni
19190,548360,147,DR Smith,1983-04-12,Right-hand bat,Right-arm medium,West Indies,Player,Mumbai Indians,Chennai Super Kings,2012,1,29,1,,,Harbhajan Singh,MS Dhoni,KD Karthik,MS Dhoni
19191,548360,194,SL Malinga,1983-08-28,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Chennai Super Kings,2012,0,29,1,,,Harbhajan Singh,MS Dhoni,KD Karthik,MS Dhoni
